,sample.type,sample.day,sample.mo,sample.yr,sample.date,stream,core.number,om.category,total.wet.wt.g,sub.wet.wt.g,prop.sub,sub.sample.dry.weight.g.,total.dry.wt.g,tin.wt.g,sub.dry.tin.wt.g,sub.ash.tin.wt.g,month_year,sub.prop.total,sub.prop.afdm,total.afdm.g,cbom.afdm.g.m2
791,CBOM,26,7,2019,7/26/20,WS31,2,LEAF,NA,NA,NA,NA,1.2498,3.6255,4.8753,3.8302,2020-07,1,0.836213794,1.0451,27.49302992
792,CBOM,26,7,2019,7/26/20,WS31,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
793,CBOM,26,7,2019,7/26/20,WS31,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
794,CBOM,26,7,2019,7/26/20,WS31,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
795,CBOM,26,7,2019,7/26/20,WS31,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
796,CBOM,26,7,2019,7/26/20,WS17,4,WOOD,NA,NA,NA,NA,9.3758,3.5557,12.9315,3.6551,2020-07,1,0.989398238,9.2764,244.0305643
797,CBOM,26,7,2019,7/26/20,WS17,4,LEAF,NA,NA,NA,NA,3.3606,3.6542,7.0148,3.9259,2020-07,1,0.919151342,3.0889,81.25846342
798,CBOM,26,7,2019,7/26/20,WS17,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
799,CBOM,26,7,2019,7/26/20,WS17,2,WOOD,NA,NA,NA,NA,0.4832,3.5468,4.03,3.6594,2020-07,1,0.766970199,0.3706,9.749226762
800,CBOM,26,7,2019,7/26/20,WS17,2,LEAF,NA,NA,NA,NA,2.2579,3.6382,5.8961,3.7425,2020-07,1,0.953806634,2.1536,56.65389842
801,CBOM,26,7,2019,7/26/20,WS17,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
802,CBOM,26,7,2019,7/26/20,HNCR,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
803,CBOM,26,7,2019,7/26/20,HNCR,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
804,CBOM,26,7,2019,7/26/20,HNCR,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
805,CBOM,26,7,2019,7/26/20,HNCR,2,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
806,CBOM,26,7,2019,7/26/20,HNCR,2,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
807,CBOM,26,7,2019,7/26/20,HNCR,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
808,CBOM,26,7,2019,7/26/20,WS34,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
809,CBOM,26,7,2019,7/26/20,WS34,1,LEAF,NA,NA,NA,NA,0.2344,3.6408,3.8752,3.6811,2020-07,1,0.828071672,0.1941,5.10611148
810,CBOM,26,7,2019,7/26/20,WS34,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
811,CBOM,26,7,2019,7/26/20,WS34,2,WOOD,NA,NA,NA,NA,1.9621,3.6542,5.6163,3.8145,2020-07,1,0.918301819,1.8018,47.39923578
812,CBOM,26,7,2019,7/26/20,WS34,2,LEAF,NA,NA,NA,NA,0.2572,3.6625,3.9197,3.6819,2020-07,1,0.924572317,0.2378,6.255709995
813,CBOM,26,7,2019,7/26/20,WS34,2,MISC,NA,NA,NA,NA,0,0,NA,0,2020-07,0,0,0,0
814,CBOM,26,7,2019,7/26/20,WS34,4,WOOD,NA,NA,NA,NA,7.074,3.6167,10.6907,3.9771,2020-07,1,0.94905287,6.7136,176.6120043
815,CBOM,26,7,2019,7/26/20,WS34,4,LEAF,NA,NA,NA,NA,1.0889,3.6604,4.7493,3.7915,2020-07,1,0.879603269,0.9578,25.19646355
816,CBOM,26,7,2019,7/26/20,WS34,4,MISC,NA,NA,NA,NA,0.0935,3.5238,3.6173,3.538,2020-07,1,0.848128342,0.0793,2.086113552
817,CBOM,26,7,2019,7/26/20,WS37,4,WOOD,NA,NA,NA,NA,1.1251,3.5524,4.6775,3.6108,2020-07,1,0.948093503,1.0667,28.06125253
818,CBOM,26,7,2019,7/26/20,WS37,4,LEAF,NA,NA,NA,NA,0.9786,3.5527,4.5313,3.5669,2020-07,1,0.985489475,0.9644,25.37008713
819,CBOM,26,7,2019,7/26/20,WS37,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
820,CBOM,26,7,2019,7/26/20,WS37,3,WOOD,NA,NA,NA,NA,3.591,3.6309,7.2219,3.7821,2020-07,1,0.957894737,3.4398,90.48945012
821,CBOM,26,7,2019,7/26/20,WS37,3,LEAF,NA,NA,NA,NA,1.9249,3.5068,5.4317,3.6105,2020-07,1,0.946127072,1.8212,47.90958386
822,CBOM,26,7,2019,7/26/20,WS37,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
823,CBOM,26,7,2019,7/26/20,WS37,1,WOOD,NA,NA,NA,NA,0.1926,3.5283,3.7209,3.5503,2020-07,1,0.885773624,0.1706,4.487906329
824,CBOM,26,7,2019,7/26/20,WS37,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
825,CBOM,26,7,2019,7/26/20,WS37,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
826,CBOM,26,7,2019,7/26/20,WS37,2,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
827,CBOM,26,7,2019,7/26/20,WS37,2,LEAF,NA,NA,NA,NA,0.0071,3.6083,3.6154,3.609,2020-07,1,0.901408451,0.0064,0.168362254
828,CBOM,26,7,2019,7/26/20,WS37,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
829,CBOM,26,7,2019,7/26/20,WS17,1,WOOD,NA,NA,NA,NA,11.6347,3.6825,15.3172,3.8603,2020-07,1,0.984718128,11.4569,301.3921103
830,CBOM,26,7,2019,7/26/20,WS17,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
831,CBOM,26,7,2019,7/26/20,WS17,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
832,CBOM,26,7,2019,7/26/20,WS17,3,WOOD,NA,NA,NA,NA,0.7036,3.5282,4.2318,3.5472,2020-07,1,0.97299602,0.6846,18.00949984
833,CBOM,26,7,2019,7/26/20,WS17,3,LEAF,NA,NA,NA,NA,0.1048,3.6145,3.7193,3.6196,2020-07,1,0.951335878,0.0997,2.622768236
834,CBOM,26,7,2019,7/26/20,WS17,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
835,CBOM,26,7,2019,7/26/20,USHF,3,WOOD,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
836,CBOM,26,7,2019,7/26/20,USHF,3,LEAF,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
837,CBOM,26,7,2019,7/26/20,USHF,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-07,0,0,0,0
838,CBOM,18,10,2019,10/18/20,USHF,4,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
839,CBOM,18,10,2019,10/18/20,USHF,4,LEAF,NA,NA,NA,NA,4.1237,3.5259,7.6496,3.9829,2020-10,1,0.889177195,3.6667,96.45841815
840,CBOM,18,10,2019,10/18/20,USHF,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
841,CBOM,18,10,2019,10/18/20,USHF,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
842,CBOM,18,10,2019,10/18/20,USHF,1,LEAF,NA,NA,NA,NA,2.9568,3.525,6.4818,3.7783,2020-10,1,0.914333063,2.7035,71.11989895
843,CBOM,18,10,2019,10/18/20,USHF,1,MISC,NA,NA,NA,NA,0.0279,3.6172,3.6451,3.6176,2020-10,1,0.985663082,0.0275,0.72343156
844,CBOM,18,10,2019,10/18/20,USHF,2,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
845,CBOM,18,10,2019,10/18/20,USHF,2,LEAF,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
846,CBOM,18,10,2019,10/18/20,USHF,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
847,CBOM,18,10,2019,10/18/20,HNCR,2,WOOD,NA,NA,NA,NA,1.36437,3.5025,4.86687,3.6577,2020-10,1,0.886247865,1.20917,31.80915414
848,CBOM,18,10,2019,10/18/20,HNCR,2,LEAF,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
849,CBOM,18,10,2019,10/18/20,HNCR,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
850,CBOM,18,10,2019,10/18/20,HNCR,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
851,CBOM,18,10,2019,10/18/20,HNCR,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
852,CBOM,18,10,2019,10/18/20,HNCR,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
853,CBOM,18,10,2019,10/18/20,HNCR,3,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
854,CBOM,18,10,2019,10/18/20,HNCR,3,LEAF,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
855,CBOM,18,10,2019,10/18/20,HNCR,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
856,CBOM,18,10,2019,10/18/20,HNCR,4,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
857,CBOM,18,10,2019,10/18/20,HNCR,4,LEAF,NA,NA,NA,NA,5.2799,3.6234,8.9033,4.6299,2020-10,1,0.80937139,4.2734,112.4186337
858,CBOM,18,10,2019,10/18/20,HNCR,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
859,CBOM,18,10,2019,10/18/20,CWCR,3,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
860,CBOM,18,10,2019,10/18/20,CWCR,3,LEAF,NA,NA,NA,NA,4.2276,3.5518,7.7794,3.8039,2020-10,1,0.940368058,3.9755,104.5818969
861,CBOM,18,10,2019,10/18/20,CWCR,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
862,CBOM,18,10,2019,10/18/20,CWCR,4,WOOD,NA,NA,NA,NA,0.7037,3.5401,4.2438,3.5721,2020-10,1,0.954526076,0.6717,17.67014467
863,CBOM,18,10,2019,10/18/20,CWCR,4,LEAF,NA,NA,NA,NA,2.2604,3.6249,5.8853,3.7697,2020-10,1,0.935940541,2.1156,55.65424754
864,CBOM,18,10,2019,10/18/20,CWCR,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
865,CBOM,18,10,2019,10/18/20,CWCR,2,WOOD,NA,NA,NA,NA,0.5456,3.5377,4.0833,3.5605,2020-10,1,0.958211144,0.5228,13.75309161
866,CBOM,18,10,2019,10/18/20,CWCR,2,LEAF,NA,NA,NA,NA,0.0121,3.5412,3.5533,3.5413,2020-10,1,0.991735537,0.012,0.315679226
867,CBOM,18,10,2019,10/18/20,CWCR,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
868,CBOM,18,10,2019,10/18/20,CWCR,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
869,CBOM,18,10,2019,10/18/20,CWCR,1,LEAF,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
870,CBOM,18,10,2019,10/18/20,CWCR,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
871,CBOM,18,10,2019,10/18/20,LCCR,1,WOOD,NA,NA,NA,NA,89.47,8.3219,30.3646,9.1671,2020-10,0.246369733,0.96165624,86.03938379,2263.40384
872,CBOM,18,10,2019,10/18/20,LCCR,1,LEAF,NA,NA,NA,NA,4.1284,3.5743,7.7027,4.0423,2020-10,1,0.886638892,3.6604,96.29268656
873,CBOM,18,10,2019,10/18/20,LCCR,1,MISC,NA,NA,NA,NA,0.366,3.532,3.898,3.5358,2020-10,1,0.989617486,0.3622,9.528251304
874,CBOM,18,10,2019,10/18/20,LCCR,3,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
875,CBOM,18,10,2019,10/18/20,LCCR,3,LEAF,NA,NA,NA,NA,2.6629,3.5294,6.1923,3.7297,2020-10,1,0.924781254,2.4626,64.78263849
876,CBOM,18,10,2019,10/18/20,LCCR,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
877,CBOM,18,10,2019,10/18/20,LCCR,2,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
878,CBOM,18,10,2019,10/18/20,LCCR,2,LEAF,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
879,CBOM,18,10,2019,10/18/20,LCCR,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
880,CBOM,18,10,2019,10/18/20,LCCR,4,WOOD,NA,NA,NA,NA,0.4855,3.6181,4.1036,3.6289,2020-10,1,0.977754892,0.4747,12.48774405
881,CBOM,18,10,2019,10/18/20,LCCR,4,LEAF,NA,NA,NA,NA,1.1942,3.636,4.8302,3.7071,2020-10,1,0.940462234,1.1231,29.54494489
882,CBOM,18,10,2019,10/18/20,LCCR,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
883,CBOM,18,10,2019,10/18/20,WS09,1,WOOD,NA,NA,NA,NA,0.8123,3.6488,4.4611,3.7634,2020-10,1,0.858919119,0.6977,18.35411633
884,CBOM,18,10,2019,10/18/20,WS09,1,LEAF,NA,NA,NA,NA,2.1672,3.5617,5.7289,3.7118,2020-10,1,0.930740126,2.0171,53.06304722
885,CBOM,18,10,2019,10/18/20,WS09,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
886,CBOM,18,10,2019,10/18/20,WS09,2,WOOD,NA,NA,NA,NA,0.3731,3.5546,3.9277,3.5594,2020-10,1,0.987134816,0.3683,9.688721577
887,CBOM,18,10,2019,10/18/20,WS09,2,LEAF,NA,NA,NA,NA,0.3304,3.5336,3.864,3.5469,2020-10,1,0.959745763,0.3171,8.341823546
888,CBOM,18,10,2019,10/18/20,WS09,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
889,CBOM,18,10,2019,10/18/20,WS09,3,WOOD,NA,NA,NA,NA,3.0526,3.5781,6.6307,3.7601,2020-10,1,0.940378694,2.8706,75.51573217
890,CBOM,18,10,2019,10/18/20,WS09,3,LEAF,NA,NA,NA,NA,0.1371,3.5341,3.6712,3.5432,2020-10,1,0.933625091,0.128,3.367245077
891,CBOM,18,10,2019,10/18/20,WS09,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
892,CBOM,18,10,2019,10/18/20,WS09,4,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
893,CBOM,18,10,2019,10/18/20,WS09,4,LEAF,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
894,CBOM,18,10,2019,10/18/20,WS09,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
895,CBOM,18,10,2019,10/18/20,WS17,2,WOOD,NA,NA,NA,NA,4.0309,3.6769,7.7078,3.7349,2020-10,1,0.985611154,3.9729,104.5134997
896,CBOM,18,10,2019,10/18/20,WS17,2,LEAF,NA,NA,NA,NA,1.5082,3.5528,5.061,3.6819,2020-10,1,0.914401273,1.3791,36.27943504
897,CBOM,18,10,2019,10/18/20,WS17,2,MISC,NA,NA,NA,NA,0.0145,3.6217,3.6362,3.6234,2020-10,1,0.882758621,0.0128,0.336724508
898,CBOM,18,10,2019,10/18/20,WS17,1,WOOD,NA,NA,NA,NA,12.7269,3.6167,16.3436,3.7552,2020-10,1,0.989117538,12.5884,331.1580307
899,CBOM,18,10,2019,10/18/20,WS17,1,LEAF,NA,NA,NA,NA,2.2828,3.5313,5.8141,3.7549,2020-10,1,0.902050114,2.0592,54.17055518
900,CBOM,18,10,2019,10/18/20,WS17,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
901,CBOM,18,10,2019,10/18/20,WS17,3,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
902,CBOM,18,10,2019,10/18/20,WS17,3,LEAF,NA,NA,NA,NA,1.7516,3.5341,5.2857,3.6275,2020-10,1,0.946677324,1.6582,43.62160771
903,CBOM,18,10,2019,10/18/20,WS17,3,MISC,NA,NA,NA,NA,10.9178,8.2577,19.1755,8.4561,2020-10,1,0.981827841,10.7194,281.9909912
904,CBOM,18,10,2019,10/18/20,WS17,4,WOOD,NA,NA,NA,NA,2.4853,3.5351,6.0204,3.5696,2020-10,1,0.986118376,2.4508,64.47222058
905,CBOM,18,10,2019,10/18/20,WS17,4,LEAF,NA,NA,NA,NA,4.6138,3.5163,8.1301,3.9813,2020-10,1,0.899215397,4.1488,109.1408311
906,CBOM,18,10,2019,10/18/20,WS17,4,MISC,NA,NA,NA,NA,5.1473,8.2788,13.4261,8.4588,2020-10,1,0.96503021,4.9673,130.6727849
907,CBOM,18,10,2019,10/18/20,WS01,1,WOOD,NA,NA,NA,NA,2.9895,3.6319,6.6214,3.7001,2020-10,1,0.977186821,2.9213,76.8494769
908,CBOM,18,10,2019,10/18/20,WS01,1,LEAF,NA,NA,NA,NA,2.71,3.5309,6.2346,3.6946,2020-10,0.997675277,0.939453342,2.545918556,66.9744666
909,CBOM,18,10,2019,10/18/20,WS01,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
910,CBOM,18,10,2019,10/18/20,WS01,4,WOOD,NA,NA,NA,NA,4.3063,3.556,7.8623,3.6413,2020-10,1,0.980191812,4.221,111.0401677
911,CBOM,18,10,2019,10/18/20,WS01,4,LEAF,NA,NA,NA,NA,4.0463,3.6632,7.7095,3.9728,2020-10,1,0.923485654,3.7367,98.29988031
912,CBOM,18,10,2019,10/18/20,WS01,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
913,CBOM,18,10,2019,10/18/20,WS01,2,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
914,CBOM,18,10,2019,10/18/20,WS01,2,LEAF,NA,NA,NA,NA,0.5675,3.5282,4.0957,3.6014,2020-10,1,0.871013216,0.4943,13.00335345
915,CBOM,18,10,2019,10/18/20,WS01,2,MISC,NA,NA,NA,NA,0.1174,3.5209,3.6383,3.5346,2020-10,1,0.88330494,0.1037,2.727994644
916,CBOM,18,10,2019,10/18/20,WS01,3,WOOD,NA,NA,NA,NA,0.2781,3.6588,3.9369,3.7015,2020-10,1,0.846458109,0.2354,6.192574149
917,CBOM,18,10,2019,10/18/20,WS01,3,LEAF,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
918,CBOM,18,10,2019,10/18/20,WS01,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
919,CBOM,18,10,2019,10/18/20,WS31,4,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
920,CBOM,18,10,2019,10/18/20,WS31,4,LEAF,NA,NA,NA,NA,0.9536,3.5359,4.4895,3.5997,2020-10,1,0.933095638,0.8898,23.40761461
921,CBOM,18,10,2019,10/18/20,WS31,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
922,CBOM,18,10,2019,10/18/20,WS31,1,WOOD,NA,NA,NA,NA,0.4965,3.5568,4.0533,3.5731,2020-10,1,0.967170191,0.4802,12.63243036
923,CBOM,18,10,2019,10/18/20,WS31,1,LEAF,NA,NA,NA,NA,3.3871,3.6631,7.0502,4.0134,2020-10,1,0.896578194,3.0368,79.88788945
924,CBOM,18,10,2019,10/18/20,WS31,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
925,CBOM,18,10,2019,10/18/20,WS31,3,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
926,CBOM,18,10,2019,10/18/20,WS31,3,LEAF,NA,NA,NA,NA,2.9486,3.6523,6.6009,3.8251,2020-10,1,0.941395917,2.7758,73.02186629
927,CBOM,18,10,2019,10/18/20,WS31,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
928,CBOM,18,10,2019,10/18/20,WS31,2,WOOD,NA,NA,NA,NA,0.1117,3.6401,3.7518,3.6561,2020-10,1,0.856759176,0.0957,2.517541827
929,CBOM,18,10,2019,10/18/20,WS31,2,LEAF,NA,NA,NA,NA,8.03,3.6132,7.1081,3.8375,2020-10,0.435230386,0.935820767,7.514640762,197.6846649
930,CBOM,18,10,2019,10/18/20,WS31,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
931,CBOM,18,10,2019,10/18/20,WS34,3,WOOD,NA,NA,NA,NA,0.8294,3.6618,4.4912,3.68,2020-10,1,0.978056426,0.8112,21.33991568
932,CBOM,18,10,2019,10/18/20,WS34,3,LEAF,NA,NA,NA,NA,4.2814,3.5386,7.82,3.8298,2020-10,1,0.931984865,3.9902,104.968604
933,CBOM,18,10,2019,10/18/20,WS34,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
934,CBOM,18,10,2019,10/18/20,WS34,4,WOOD,NA,NA,NA,NA,0.2892,3.6171,3.9063,3.6263,2020-10,1,0.968188105,0.28,7.365848606
935,CBOM,18,10,2019,10/18/20,WS34,4,LEAF,NA,NA,NA,NA,1.2231,3.6444,4.8675,3.6926,2020-10,1,0.960591939,1.1749,30.90762688
936,CBOM,18,10,2019,10/18/20,WS34,4,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
937,CBOM,18,10,2019,10/18/20,WS34,1,WOOD,NA,NA,NA,NA,0.4206,3.6112,4.0318,3.6409,2020-10,1,0.929386591,0.3909,10.28325079
938,CBOM,18,10,2019,10/18/20,WS34,1,LEAF,NA,NA,NA,NA,1.0926,3.649,4.7416,3.7119,2020-10,1,0.942430899,1.0297,27.08790825
939,CBOM,18,10,2019,10/18/20,WS34,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
940,CBOM,18,10,2019,10/18/20,WS34,2,WOOD,NA,NA,NA,NA,0.7226,3.5235,4.2461,3.5518,2020-10,1,0.96083587,0.6943,18.26467388
941,CBOM,18,10,2019,10/18/20,WS34,2,LEAF,NA,NA,NA,NA,3.6611,3.6265,7.2876,3.8426,2020-10,1,0.940974024,3.445,90.62624445
942,CBOM,18,10,2019,10/18/20,WS34,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
943,CBOM,18,10,2019,10/18/20,WS37,3,WOOD,NA,NA,NA,NA,1.0448,3.6242,4.669,3.6797,2020-10,1,0.946879786,0.9893,26.02512152
944,CBOM,18,10,2019,10/18/20,WS37,3,LEAF,NA,NA,NA,NA,4.1459,3.6343,7.7802,3.9596,2020-10,1,0.92153694,3.8206,100.5070042
945,CBOM,18,10,2019,10/18/20,WS37,3,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
946,CBOM,18,10,2019,10/18/20,WS37,1,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
947,CBOM,18,10,2019,10/18/20,WS37,1,LEAF,NA,NA,NA,NA,2.9629,3.5479,6.5108,3.7029,2020-10,1,0.947686388,2.8079,73.86630822
948,CBOM,18,10,2019,10/18/20,WS37,1,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
949,CBOM,18,10,2019,10/18/20,WS37,2,WOOD,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
950,CBOM,18,10,2019,10/18/20,WS37,2,LEAF,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
951,CBOM,18,10,2019,10/18/20,WS37,2,MISC,NA,NA,NA,NA,0,0,0,0,2020-10,0,0,0,0
952,CBOM,18,10,2019,10/18/20,WS37,4,WOOD,NA,NA,NA,NA,1.4881,3.5293,5.0174,3.5748,2020-10,1,0.969424098,1.4426,37.94990428
953,CBOM,18,10,2019,10/18/20,WS37,4,LEAF,NA,NA,NA,NA,36.01,3.5428,9.2649,3.9479,2020-10,0.158903082,0.929204313,33.46064731,880.2359371
954,CBOM,18,10,2019,10/18/20,WS37,4,MISC,NA,NA,NA,NA,0.194,3.5448,3.7388,3.5507,2020-10,1,0.969587629,0.1881,4.948271867